Species,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco_type,AMF,Phenolics,Lignin,NSC,Census,Time,Event,PlantSeason,EMF_log,Synthetic
Prunus serotina,0.091,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,22.24,0.19,10.5,13.96,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.09,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,38.04,0.71,8.43,11.54,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.09,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,38.04,0.71,8.43,11.54,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,15.01,4.97,20.54,19.73,33.0,115.5,0,Summer,3.5787855313168624,0
Quercus alba,0.161,High,Quercus rubra,Non-Sterile,Heterospecific,EMF,12.72,5.63,21.38,19.12,33.0,115.5,0,Monsoon,3.8310298462186143,0
Quercus rubra,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,22.15,3.72,26.78,15.96,33.0,115.5,0,Summer,3.679586407202344,0
Prunus serotina,0.092,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,40.28,0.79,10.12,13.45,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.09,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,28.79,0.66,10.43,13.66,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.092,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,21.54,0.19,10.48,14.01,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.09,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,38.04,0.71,8.43,11.54,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,15.01,4.97,20.54,19.73,33.0,115.5,0,Summer,3.5787855313168624,0
Prunus serotina,0.079,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,34.48,0.5,7.95,11.53,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.079,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,32.86,0.63,5.48,9.77,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.079,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,32.86,0.63,5.48,9.77,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.08,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,31.81,0.71,9.35,11.66,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.061,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,37.23,0.67,6.94,11.23,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.061,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,25.93,0.6,6.97,11.03,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.066,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,35.54,0.53,5.37,7.05,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.063,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,32.18,0.39,5.18,6.74,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.066,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,38.77,0.7,6.94,11.21,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.066,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,27.06,0.62,7.64,11.47,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.065,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,20.85,4.75,24.39,15.84,16.0,56.0,1,Summer,3.326114575537799,0
Quercus alba,0.077,Med,Quercus alba,Non-Sterile,Conspecific,EMF,14.72,4.77,23.68,16.2,16.0,56.0,1,Summer,3.4728976958273465,0
Prunus serotina,0.073,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,30.16,0.55,4.97,6.92,16.0,56.0,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.074,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,18.47,-0.63,13.61,11.92,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.074,Low,Sterile,Sterile,Sterilized,EMF,12.2,2.77,25.3,11.44,16.0,56.0,1,Summer,1.4770487243883548,0
Quercus rubra,0.138,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,15.58,3.67,22.96,16.83,33.0,115.5,0,Summer,3.576270509731282,0
Prunus serotina,0.051,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,28.58,0.25,5.08,5.92,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.075,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,34.64,0.44,5.21,7.11,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.138,High,Quercus rubra,Non-Sterile,Heterospecific,EMF,11.09,5.57,21.1,19.24,20.0,70.0,1,Summer,3.740760075990925,0
Prunus serotina,0.051,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,38.84,0.48,4.9,6.55,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.051,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,48.25,0.52,5.51,8.52,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.051,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,30.59,0.57,5.25,6.99,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.055,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,45.58,0.58,5.0,7.17,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.055,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,40.23,0.44,5.16,6.35,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.138,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,60.46,1.15,8.97,12.24,33.0,115.5,0,Monsoon,3.3575937441800234,0
Quercus alba,0.068,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,19.0,4.85,25.21,15.67,16.0,56.0,1,Summer,3.534562093729579,0
Acer saccharum,0.068,Low,Sterile,Sterile,Sterilized,AMF,5.14,-0.21,9.36,9.89,16.0,56.0,1,Summer,3.3575937441800234,0
Quercus alba,0.161,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,24.4,4.62,19.6,22.05,19.0,66.5,1,Summer,3.5493299891638506,0
Acer saccharum,0.05,Low,Sterile,Sterile,Sterilized,AMF,6.16,-0.48,9.08,9.54,16.0,56.0,1,Summer,3.3575937441800234,0
Quercus rubra,0.138,High,Sterile,Sterile,Sterilized,EMF,18.91,3.86,23.6,16.51,33.0,115.5,0,Summer,2.498151876538021,0
Quercus rubra,0.138,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,15.58,3.67,22.96,16.83,33.0,115.5,0,Summer,3.576270509731282,0
Prunus serotina,0.052,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,51.79,0.66,5.84,9.6,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.161,High,Quercus alba,Non-Sterile,Conspecific,EMF,17.55,5.33,20.55,19.98,33.0,115.5,0,Summer,3.729061243746768,0
Prunus serotina,0.087,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,38.92,0.7,8.13,11.62,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.093,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,22.16,0.19,10.53,13.99,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.093,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,39.73,0.7,10.32,13.73,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.093,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,33.75,0.58,9.55,11.72,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.093,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,33.75,0.58,9.55,11.72,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.053,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,45.33,0.54,5.03,6.85,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.053,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,29.53,0.75,5.97,10.02,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.161,High,Prunus serotina,Non-Sterile,Conspecific,AMF,43.09,0.77,9.83,12.82,17.0,59.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.059,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,53.5,0.56,5.4,6.47,16.0,56.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,36.65,0.71,10.43,13.72,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,21.02,5.31,20.46,19.21,16.0,56.0,1,Summer,3.589611452455267,0
Quercus rubra,0.161,High,Populus grandidentata,Non-Sterile,Heterospecific,EMF,19.76,2.91,27.27,12.23,33.0,115.5,0,Summer,3.803769419987892,0
Prunus serotina,0.161,High,Quercus alba,Non-Sterile,Heterospecific,AMF,46.98,1.19,9.07,12.31,33.0,115.5,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.161,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,30.27,4.06,23.85,17.49,33.0,115.5,0,Summer,3.431079756144025,0
Quercus alba,0.11,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,16.55,5.34,20.81,19.03,16.0,56.0,1,Summer,3.5729072778615154,0
Quercus alba,0.161,High,Populus grandidentata,Non-Sterile,Heterospecific,EMF,33.06,5.35,19.53,22.14,33.0,115.5,0,Summer,3.801984900219209,0
Quercus alba,0.138,High,Quercus alba,Non-Sterile,Conspecific,EMF,16.72,5.22,20.17,20.75,33.0,115.5,0,Summer,3.637849283001157,0
Quercus rubra,0.11,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,24.8,3.44,24.51,15.39,16.0,56.0,1,Monsoon,3.361069590571376,0
Quercus alba,0.161,High,Populus grandidentata,Non-Sterile,Heterospecific,EMF,33.06,5.35,19.53,22.14,33.0,115.5,0,Summer,3.801984900219209,0
Acer saccharum,0.095,Med,Sterile,Sterile,Sterilized,AMF,6.89,0.06,12.47,12.37,16.0,56.0,1,Summer,3.3575937441800234,0
Quercus rubra,0.161,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,30.27,4.06,23.85,17.49,33.0,115.5,0,Summer,3.431079756144025,0
Prunus serotina,0.095,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,35.08,0.67,10.58,13.73,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.095,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,15.59,5.24,21.07,18.27,16.0,56.0,1,Summer,3.52311998561896,0
Acer saccharum,0.138,High,Populus grandidentata,Non-Sterile,Heterospecific,AMF,13.82,0.05,13.85,12.46,18.0,63.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.122,High,Quercus rubra,Non-Sterile,Heterospecific,EMF,10.89,5.53,21.44,18.99,16.0,56.0,1,Summer,3.688879454113936,0
Prunus serotina,0.111,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,40.89,0.83,9.15,11.88,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.118,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,15.47,4.88,19.01,23.5,16.0,56.0,1,Summer,3.5210523434704344,0
Quercus alba,0.118,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,11.96,5.51,21.13,19.1,16.0,56.0,1,Summer,3.6550641056192057,0
Prunus serotina,0.141,High,Populus grandidentata,Non-Sterile,Heterospecific,AMF,60.46,1.0,9.04,11.82,16.0,56.0,1,Monsoon,3.3575937441800234,0
Quercus alba,0.11175150733385336,Med,Quercus alba,,,EMF,6.90868166499063,0.2699775400060097,13.666672911575647,22.174453563490772,32.743049785951946,69.0,1,Summer,1.114306471926878,1
Quercus rubra,0.08700838310400087,Med,Acer rubrum,,,EMF,15.111866700358513,2.8214749963743855,5.285926842345558,22.239308143660026,32.88313183938271,48.2,1,Summer,3.321892657946713,1
Quercus rubra,0.0686943707680079,Low,Populus grandidentata,,,EMF,17.552256210301252,-0.04251752522905865,5.2577493220929306,12.178625991588714,7.086685237340344,30.0,0,Monsoon,3.3691944805806666,1
Prunus serotina,0.07096442467299871,High,Acer rubrum,,,AMF,11.853270302493895,3.742621706304079,13.598934209363414,17.46817769956612,12.317085635095399,90.0,0,Monsoon,3.381462405726769,1
Acer saccharum,0.07499431450725841,High,Populus grandidentata,,,AMF,12.572268395391593,2.745607175395833,5.235283363175961,22.680669743957136,22.858991255336555,22.8,0,Summer,3.3731132225223903,1
Acer saccharum,0.08827068857006189,Low,Quercus alba,,,AMF,32.76902579183316,0.6141605162319028,18.89629310730199,12.314431554383383,32.82372885315852,20.5,0,Monsoon,3.262875465245918,1
Quercus alba,0.1062783236123854,Low,Quercus alba,,,AMF,18.11217369890503,3.646742002630725,19.138202747183502,13.484990900917262,32.70690137964168,67.7,0,Summer,3.4197848802217585,1
Acer saccharum,0.05062373314761069,Low,Acer saccharum,,,AMF,25.333346051993963,1.0760238028241638,26.688303606688173,16.300549382275168,32.96778811388017,47.4,1,Summer,3.411901217590484,1
Prunus serotina,0.07265980874648115,Low,Prunus serotina,,,AMF,13.940714308032021,1.0363173913696786,14.677831744220473,11.58860215950704,33.0,25.4,0,Monsoon,2.6260507708452367,1
Quercus alba,0.1408678866639758,Low,Prunus serotina,,,AMF,17.460254148733444,-0.775346054904712,13.868346808922484,18.503833902060556,20.52028883932813,19.2,1,Summer,3.363977833407185,1
Quercus rubra,0.1383553871953375,Med,Quercus rubra,,,AMF,17.738744503719577,3.227510993400729,14.26497392605717,14.953966611756766,10.101186231475376,16.1,1,Summer,3.350824180261451,1
Quercus rubra,0.0715762473008491,Low,Quercus alba,,,EMF,14.683384330701452,0.6004977828494643,23.02457863456332,14.95445527661503,7.095836675982916,23.6,1,Summer,3.359238710101683,1
Quercus rubra,0.06858207870354409,Low,Populus grandidentata,,,EMF,0.6275845695123371,4.164008945696318,14.366252493272306,19.313028721105937,17.53860253455798,12.9,1,Summer,2.8717556696002338,1
Quercus rubra,0.05991529929839457,Med,Sterile,,,AMF,16.32460913522777,0.21526220808305094,23.803212770564457,14.014912337689198,33.0,14.1,1,Monsoon,3.6417561061821275,1
Acer saccharum,0.051331408516604,Med,Acer saccharum,,,EMF,31.06526207431075,0.7599369156955448,5.810580594132065,8.546013539017746,15.545824986991923,53.3,0,Monsoon,3.741205472606093,1
Acer saccharum,0.09863563874608544,Med,Sterile,,,EMF,17.649753017887367,0.16251051832147295,21.311612147737424,18.024946271773644,12.951784505629773,8.5,0,Monsoon,3.333660219331041,1
Quercus rubra,0.07876148826620807,Low,Quercus rubra,,,EMF,12.351526131354882,0.7407361281193204,10.507741936292001,12.486637643753618,12.025443664087007,30.4,0,Monsoon,3.3297131531554824,1
Prunus serotina,0.08921501180506933,Med,Quercus rubra,,,EMF,5.120547005664672,3.632416871548386,10.68980762687899,7.197423924962102,13.32788420753945,28.6,0,Monsoon,3.2903152460041283,1
Quercus alba,0.07258444606934202,Low,Populus grandidentata,,,AMF,13.65978259162202,-0.532924886130973,22.715458349781102,12.177068310512208,16.602428560079144,83.6,0,Summer,3.2734810614262084,1
Quercus rubra,0.05330432645266085,Med,Quercus rubra,,,EMF,62.62,3.105532100257565,7.936405675792584,13.091928411384492,7.720857849117394,31.9,0,Summer,2.7969163272931805,1
Acer saccharum,0.05013195306230844,Low,Acer rubrum,,,EMF,17.832637995546275,-0.020621283283423997,4.750807493543287,22.439722694906067,20.810844916227936,15.1,0,Monsoon,3.3695815114198653,1
Quercus rubra,0.08603069743439816,Med,Prunus serotina,,,EMF,21.93737120588185,3.9240474587986993,5.361220540172495,10.229556521863655,18.6979577195928,10.4,0,Summer,3.3637607482145464,1
Acer saccharum,0.08103910344649237,Low,Sterile,,,AMF,31.451970953304663,0.5201674808834316,10.705481485047084,16.51386596860106,13.13201673507724,49.4,1,Summer,4.043131110710925,1
Prunus serotina,0.08261653915314598,Low,Sterile,,,EMF,12.52527049565602,3.554458995665101,4.0160560585628335,17.80567338972328,6.361499865365872,14.3,0,Monsoon,3.3901874281402953,1
Quercus rubra,0.05500279527036358,Med,Prunus serotina,,,AMF,24.23066005115754,3.219015615042118,23.599072581053562,17.138867698179567,12.94245497308151,76.6,0,Summer,3.6386894616657033,1
Acer saccharum,0.07023971829590389,Med,Quercus alba,,,EMF,31.067424400835996,0.5935893593013709,25.746221342381766,11.467310927055976,15.21345454594801,37.4,0,Monsoon,3.4213502753359997,1
Quercus rubra,0.059407899744318024,Med,Populus grandidentata,,,EMF,27.918016442126802,0.38921450322443174,27.664492718195515,11.071148996601599,11.87251666546984,28.4,1,Monsoon,3.36838601278459,1
Acer saccharum,0.161,Low,Sterile,,,AMF,15.484692726361057,3.4567018284867266,20.984345210883202,17.887038198781518,6.548595992001882,45.7,1,Monsoon,3.318511022472804,1
Quercus alba,0.07336472079864274,Low,Acer rubrum,,,AMF,15.084877126298075,4.577952978560709,10.331123267399864,11.877024222736015,15.913482277139016,17.3,1,Summer,3.3421493117977077,1
Quercus alba,0.05248056969232773,Med,Prunus serotina,,,EMF,28.306720908751327,0.14589729620615222,21.017350227424455,21.231628562072025,7.445281920999264,27.3,0,Monsoon,3.373321349973792,1
Acer saccharum,0.08062526434254909,Med,Prunus serotina,,,AMF,17.667203090533903,0.3309180087992177,7.7590229741926215,18.866906030881562,19.82476369287307,6.0,0,Summer,3.778075382961533,1
Prunus serotina,0.06340605096699418,High,Populus grandidentata,,,AMF,14.660382786795468,5.3865950192695395,11.491098899902887,11.714767196819095,6.6541307082484655,65.0,0,Monsoon,3.335377538609516,1
Quercus rubra,0.11973792354360148,Med,Sterile,,,AMF,24.11387224927915,2.6154883147992884,23.732618933817285,19.004969922414602,18.322643015794373,29.7,0,Monsoon,3.3827748221971286,1
Quercus rubra,0.07981619754357125,Med,Acer rubrum,,,AMF,2.944354772079424,0.2537663878448777,13.406364931103736,18.272351246928014,11.519255536555004,51.7,1,Summer,4.189855997414258,1
Quercus alba,0.07753575116917316,Med,Populus grandidentata,,,AMF,16.570118078302077,0.05523099256281188,21.136781569976954,21.52062934080631,21.107197298831487,71.8,1,Summer,3.323041992404854,1
Prunus serotina,0.0543642243118502,High,Acer rubrum,,,AMF,5.639251038344736,0.005567039701230209,23.140285045496537,11.69894875561914,7.188706471395034,43.4,0,Summer,3.3088823099882365,1
Acer saccharum,0.08118161324275554,Med,Populus grandidentata,,,AMF,37.184686561283236,4.62790417009767,18.076974221944205,17.821999443077715,7.175888871114253,27.0,0,Summer,3.367972604327063,1
Prunus serotina,0.09551985131850754,Med,Quercus rubra,,,EMF,11.368519467687145,3.7459595344114125,10.283273510126094,12.339327892317971,33.0,41.2,0,Monsoon,3.1023108517347433,1
Quercus rubra,0.09195778163611122,Med,Quercus rubra,,,AMF,17.97170102367694,5.521988338570989,26.097620328359227,11.262192873590028,6.564552885949776,26.1,0,Monsoon,3.1695244725013887,1
Prunus serotina,0.13850839517970023,Med,Prunus serotina,,,AMF,46.8744357003134,-0.6506214740305765,13.211877231143335,19.174391026428207,20.91398951579904,37.8,0,Summer,3.338291018499914,1
Acer saccharum,0.09613062958052039,Low,Acer saccharum,,,EMF,15.44043095912702,0.3818769929825875,8.506152340801476,9.57809111684101,32.884751744953995,30.0,1,Monsoon,3.313207191533323,1
Prunus serotina,0.10324058906496139,High,Sterile,,,EMF,24.83575845237562,4.8216577181947144,10.51494062175892,12.488096612369784,11.062994485792444,14.4,0,Summer,3.3581095619218346,1
Acer saccharum,0.12273283526574784,Low,Acer saccharum,,,AMF,13.682368204857582,-0.9040663095385522,10.812885157345017,20.7505147881901,7.175768360990323,53.6,1,Monsoon,3.3491227116376385,1
Quercus rubra,0.07383331778039007,Low,Acer rubrum,,,EMF,11.420951301552611,0.43512047719999214,18.44171834144988,14.265735002813857,6.359060541887499,33.6,0,Summer,3.1635450788851998,1
Prunus serotina,0.0998489693894914,Low,Quercus rubra,,,EMF,23.408710899406987,3.967427791159967,12.07283918461766,11.336940410244715,7.989698952225342,16.8,0,Summer,3.389574759396164,1
Prunus serotina,0.05051889930639481,Med,Acer rubrum,,,AMF,56.66319003646027,3.771149679655982,19.33044638784674,12.929816015099675,7.332346359047154,67.2,0,Monsoon,3.28755476124551,1
Quercus rubra,0.06412685864204869,Med,Quercus alba,,,AMF,17.659723509291148,5.340577037231057,21.014556421128617,11.20580231530236,11.902501922861836,61.6,0,Monsoon,3.8171312647429576,1
Acer saccharum,0.0744751509048154,High,Sterile,,,EMF,33.61634516126329,-0.1970110490444018,26.90526032614492,12.856633137929387,12.034808860018748,37.3,0,Monsoon,3.35448616293157,1
Prunus serotina,0.0853796146049921,Med,Acer rubrum,,,AMF,27.741705036224577,3.6830971650291473,9.122607172962553,11.960797358614098,19.924456965924534,88.0,0,Summer,2.524234444772905,1
Quercus rubra,0.10018359256956892,Med,Sterile,,,EMF,0.7382173171223847,0.5830735976302355,26.262159481900635,12.307235758135807,6.141498279030657,74.0,0,Monsoon,3.3279570658089686,1
Quercus rubra,0.09362303236150822,Low,Prunus serotina,,,EMF,20.94976281508823,5.256492894678927,12.084047336778497,12.1552847615758,7.052232572650521,68.1,1,Monsoon,3.7079152180523103,1
Prunus serotina,0.06543086854730153,Low,Prunus serotina,,,EMF,15.208678012448138,-0.17548590782736884,10.58950957984885,11.856295751864854,6.843543704038986,13.4,0,Summer,0.0032665347059903506,1
Prunus serotina,0.12141410631083911,Low,Sterile,,,AMF,22.02004429409943,4.493483805482907,23.974427280258563,13.677112060901376,21.56924200999019,22.6,0,Monsoon,3.3268106505198016,1
Acer saccharum,0.061339923660775994,High,Quercus rubra,,,AMF,32.44763522482825,0.508176501381385,18.573115895956644,14.49414239453295,7.262867679402002,28.8,1,Monsoon,3.3959275830538957,1
Prunus serotina,0.06599025096368913,Med,Acer rubrum,,,AMF,14.062149479319064,4.649619322190242,14.205860640699784,13.795773220507883,33.0,59.0,0,Summer,2.7693708097508805,1
Quercus alba,0.10736543416559154,Med,Quercus alba,,,EMF,62.62,4.902051886326159,18.754341894366647,10.72830482921166,7.373020201113085,64.1,1,Monsoon,3.345260958151343,1
Prunus serotina,0.07883785414567089,Med,Acer saccharum,,,EMF,33.155005205292795,0.5153414783806574,13.565796149212012,13.606452628104538,32.79735381483886,51.0,0,Monsoon,3.326395130515566,1
Quercus rubra,0.09129450203465615,Med,Prunus serotina,,,EMF,20.103324068434308,5.102282285196329,13.605653829172985,11.717811047237914,6.892171630767369,32.3,0,Monsoon,3.3991492447120457,1
Prunus serotina,0.10918294733606435,Med,Quercus rubra,,,EMF,13.26518888157977,0.3349185965548706,10.329762285500472,10.03449004898607,18.313728705455567,15.1,0,Summer,3.3885142807830735,1
Quercus rubra,0.048902366060923096,Med,Quercus rubra,,,AMF,35.46468304300645,3.940968861771032,24.000038432160814,12.329038645858784,13.665542074859315,6.0,0,Summer,3.3579934053409315,1
Prunus serotina,0.13325374306043428,Med,Quercus alba,,,EMF,20.966554758401276,0.683395928884287,27.57246022651716,15.581440908121508,13.675460513152613,46.8,1,Summer,3.870014260998629,1
Quercus rubra,0.07341637298547546,Med,Populus grandidentata,,,AMF,9.10260555996184,6.074230422622501,9.618597425908582,12.152697772581167,14.117270057912643,90.0,0,Monsoon,3.3014482581202413,1
Quercus alba,0.05019015996286551,Low,Quercus rubra,,,EMF,21.682227308657435,0.31709649786546773,10.722722522517737,13.957389603936482,32.102399901963594,25.3,1,Monsoon,2.7310539337396063,1
Prunus serotina,0.06761374381631521,Low,Quercus rubra,,,AMF,20.04406711435298,4.873800736719646,10.63941019711672,12.349574276496952,13.865736384750742,37.9,0,Monsoon,3.3174207811329914,1
Acer saccharum,0.06119444237719781,Med,Prunus serotina,,,AMF,21.399773570792846,3.7416000274455774,4.667847216839587,10.991137012407147,7.790500717471785,56.7,0,Summer,1.2853301797299952,1
Quercus alba,0.0740813416138463,Med,Sterile,,,AMF,0.0,0.7961272305562699,22.95157867438896,14.372107251161422,7.695768801575142,16.6,1,Monsoon,3.430295592857403,1
Prunus serotina,0.055900253174911686,Med,Sterile,,,EMF,19.274430471211616,5.001061635680879,14.329405671323421,9.162910028639706,7.343262642983507,58.8,0,Summer,2.966082423650667,1
Quercus rubra,0.10072934518014902,Low,Sterile,,,AMF,4.766769983908552,4.846925017463692,23.11077415981122,10.850931626658662,15.815026422445815,41.5,1,Monsoon,3.8085677522818986,1
Prunus serotina,0.11297883532414695,Med,Acer saccharum,,,AMF,27.020139958276875,2.4232789344895664,21.847052293208005,15.191626931462464,6.88015804943039,38.0,0,Summer,3.329204411741714,1
Prunus serotina,0.07936328429772628,Low,Quercus rubra,,,AMF,18.785631997784126,2.7957418288877474,26.818976858183373,12.926632550550057,18.97003985758712,52.0,1,Summer,3.4898917694387848,1
Acer saccharum,0.11617612112152925,Med,Prunus serotina,,,AMF,39.45458795697401,2.4146286243691675,5.3656855000237496,6.242167986825336,32.871883817724495,19.7,0,Monsoon,3.2045581580651183,1
Acer saccharum,0.10272803515282575,Med,Sterile,,,EMF,17.039910819670382,4.119561540395039,8.162669124071185,11.782754591828702,11.299855019153409,40.9,0,Monsoon,3.304350302810606,1
Quercus rubra,0.0606132778671818,Low,Prunus serotina,,,AMF,12.063681301818264,0.04078566082389099,25.0299347546542,21.868412262949946,17.337537285822357,19.7,1,Summer,3.3187365456698132,1
Quercus rubra,0.0800320720273226,Med,Sterile,,,AMF,7.706804119208691,-0.023860716200152055,6.435137659739032,6.065364151016171,7.167976224843457,16.2,0,Monsoon,3.381470029824179,1
Quercus rubra,0.07951204579677323,Low,Quercus alba,,,AMF,15.547454656799806,5.5356503227639795,21.40614012653866,12.812599986700427,13.477290556621941,41.4,0,Monsoon,3.331153837563526,1
Acer saccharum,0.13321232037352365,Med,Acer rubrum,,,AMF,21.686951992849135,3.777113856105365,23.885796220839723,6.888373843442241,12.494681481257029,21.2,1,Monsoon,1.9737753162928007,1
Prunus serotina,0.05607145374007002,Med,Acer rubrum,,,AMF,14.32428502790204,1.5237315763441606,10.220269069449682,12.448065607978805,6.60094259756942,48.0,0,Summer,3.377837124056835,1
Quercus alba,0.053471723166295906,Med,Quercus alba,,,EMF,33.22885270437997,3.5344709299132386,12.155140950675726,9.597081007177298,32.62816589544287,34.7,0,Summer,3.370882756569248,1
Acer saccharum,0.08641411599971317,Med,Acer saccharum,,,EMF,32.53020295257599,0.982800767719077,10.426907868046799,11.566726886526778,6.587393928604038,46.5,1,Summer,3.330290594439356,1
Quercus rubra,0.06937162368623682,Low,Populus grandidentata,,,AMF,13.531285114060612,0.66803135557712,12.727876800609685,12.16936047890368,33.0,67.2,1,Summer,3.3449886272443625,1
Acer saccharum,0.15957938053647713,Low,Acer saccharum,,,AMF,11.150137650745526,0.7571731183398366,13.330578168234481,12.734400288243451,11.346481375571814,13.7,1,Monsoon,2.7153007414210637,1
Quercus rubra,0.10541379697519208,Med,Prunus serotina,,,AMF,21.54322369021759,0.368986631289602,20.092283133837764,15.367940882054816,7.224448182164275,8.7,1,Summer,3.313369046029036,1
